UNIQUE_ID,State_Name,State_Abbrev,Date,Latitude,Longitude,Population,Act_Total_Cases,Act_Total_Deaths_Pct_Pop, Act_Total_Deaths_Per_Million ,Act_Total_Deaths,Act_New_Cases,Act_New_Deaths,Est_Total_Deaths,Est_New_Cases,Estimated_New_Deaths
Montana_44008,Montana,MT,2020-06-26,,,,,,,,,,16 ,0 ,0 
Montana_44009,Montana,MT,2020-06-27,,,,,,,,,,16 ,0 ,0 
Montana_44010,Montana,MT,2020-06-28,,,,,,,,,,16 ,0 ,0 
Montana_44011,Montana,MT,2020-06-29,,,,,,,,,,16 ,0 ,0 
Montana_44012,Montana,MT,2020-06-30,,,,,,,,,,16 ,0 ,0 
Montana_44013,Montana,MT,2020-07-01,,,,,,,,,,16 ,0 ,0 
Montana_44014,Montana,MT,2020-07-02,,,,,,,,,,16 ,0 ,0 
Montana_44015,Montana,MT,2020-07-03,,,,,,,,,,16 ,0 ,0 
Montana_44016,Montana,MT,2020-07-04,,,,,,,,,,16 ,0 ,0 
Montana_44017,Montana,MT,2020-07-05,,,,,,,,,,16 ,0 ,0 
Montana_44018,Montana,MT,2020-07-06,,,,,,,,,,16 ,0 ,0 
Montana_44019,Montana,MT,2020-07-07,,,,,,,,,,16 ,0 ,0 
Montana_44020,Montana,MT,2020-07-08,,,,,,,,,,16 ,0 ,0 
Montana_44021,Montana,MT,2020-07-09,,,,,,,,,,16 ,0 ,0 
Montana_44022,Montana,MT,2020-07-10,,,,,,,,,,16 ,0 ,0 
Montana_44023,Montana,MT,2020-07-11,,,,,,,,,,16 ,0 ,0 
Montana_44024,Montana,MT,2020-07-12,,,,,,,,,,16 ,0 ,0 
Montana_44025,Montana,MT,2020-07-13,,,,,,,,,,16 ,0 ,0 
Montana_44026,Montana,MT,2020-07-14,,,,,,,,,,16 ,0 ,0 
Montana_44027,Montana,MT,2020-07-15,,,,,,,,,,16 ,0 ,0 
Montana_44028,Montana,MT,2020-07-16,,,,,,,,,,16 ,0 ,0 
Montana_44029,Montana,MT,2020-07-17,,,,,,,,,,16 ,0 ,0 
Montana_44030,Montana,MT,2020-07-18,,,,,,,,,,16 ,0 ,0 
Montana_44031,Montana,MT,2020-07-19,,,,,,,,,,16 ,0 ,0 
Montana_44032,Montana,MT,2020-07-20,,,,,,,,,,16 ,0 ,0 
Montana_44033,Montana,MT,2020-07-21,,,,,,,,,,16 ,0 ,0 
Montana_44034,Montana,MT,2020-07-22,,,,,,,,,,16 ,0 ,0 
Montana_44035,Montana,MT,2020-07-23,,,,,,,,,,16 ,0 ,0 
Montana_44036,Montana,MT,2020-07-24,,,,,,,,,,16 ,0 ,0 
Montana_44037,Montana,MT,2020-07-25,,,,,,,,,,16 ,0 ,0 
Montana_44038,Montana,MT,2020-07-26,,,,,,,,,,16 ,0 ,0 
Montana_44039,Montana,MT,2020-07-27,,,,,,,,,,16 ,0 ,0 
Montana_44040,Montana,MT,2020-07-28,,,,,,,,,,16 ,0 ,0 
Montana_44041,Montana,MT,2020-07-29,,,,,,,,,,16 ,0 ,0 
Montana_44042,Montana,MT,2020-07-30,,,,,,,,,,16 ,0 ,0 
Montana_44043,Montana,MT,2020-07-31,,,,,,,,,,16 ,0 ,0 
Montana_44044,Montana,MT,2020-08-01,,,,,,,,,,16 ,0 ,0 
Montana_44045,Montana,MT,2020-08-02,,,,,,,,,,16 ,0 ,0 
Montana_44046,Montana,MT,2020-08-03,,,,,,,,,,16 ,0 ,0 
Montana_44047,Montana,MT,2020-08-04,,,,,,,,,,16 ,0 ,0 
Nebraska_43985,Nebraska,NE,2020-06-03,,,,,,,,,,209 ,335 ,4 
Nebraska_43986,Nebraska,NE,2020-06-04,,,,,,,,,,213 ,324 ,4 
Nebraska_43987,Nebraska,NE,2020-06-05,,,,,,,,,,218 ,313 ,5 
Nebraska_43988,Nebraska,NE,2020-06-06,,,,,,,,,,222 ,302 ,5 
Nebraska_43989,Nebraska,NE,2020-06-07,,,,,,,,,,227 ,290 ,5 
Nebraska_43990,Nebraska,NE,2020-06-08,,,,,,,,,,232 ,277 ,5 
Nebraska_43991,Nebraska,NE,2020-06-09,,,,,,,,,,236 ,263 ,5 
Nebraska_43992,Nebraska,NE,2020-06-10,,,,,,,,,,241 ,249 ,5 
Nebraska_43993,Nebraska,NE,2020-06-11,,,,,,,,,,246 ,237 ,5 
Nebraska_43994,Nebraska,NE,2020-06-12,,,,,,,,,,251 ,228 ,5 
Nebraska_43995,Nebraska,NE,2020-06-13,,,,,,,,,,256 ,218 ,5 
Nebraska_43996,Nebraska,NE,2020-06-14,,,,,,,,,,261 ,208 ,5 
Nebraska_43997,Nebraska,NE,2020-06-15,,,,,,,,,,266 ,199 ,5 
Nebraska_43998,Nebraska,NE,2020-06-16,,,,,,,,,,272 ,190 ,5 
Nebraska_43999,Nebraska,NE,2020-06-17,,,,,,,,,,277 ,182 ,5 
Nebraska_44000,Nebraska,NE,2020-06-18,,,,,,,,,,282 ,174 ,5 
Nebraska_44001,Nebraska,NE,2020-06-19,,,,,,,,,,288 ,167 ,5 
Nebraska_44002,Nebraska,NE,2020-06-20,,,,,,,,,,293 ,159 ,5 
Nebraska_44003,Nebraska,NE,2020-06-21,,,,,,,,,,299 ,153 ,5 
Nebraska_44004,Nebraska,NE,2020-06-22,,,,,,,,,,304 ,148 ,5 
Nebraska_44005,Nebraska,NE,2020-06-23,,,,,,,,,,309 ,142 ,5 
Nebraska_44006,Nebraska,NE,2020-06-24,,,,,,,,,,315 ,136 ,5 
Nebraska_44007,Nebraska,NE,2020-06-25,,,,,,,,,,320 ,130 ,5 
Nebraska_44008,Nebraska,NE,2020-06-26,,,,,,,,,,326 ,125 ,5 
Nebraska_44009,Nebraska,NE,2020-06-27,,,,,,,,,,331 ,119 ,5 
Nebraska_44010,Nebraska,NE,2020-06-28,,,,,,,,,,336 ,113 ,5 
Nebraska_44011,Nebraska,NE,2020-06-29,,,,,,,,,,341 ,108 ,5 
Nebraska_44012,Nebraska,NE,2020-06-30,,,,,,,,,,346 ,103 ,5 
Nebraska_44013,Nebraska,NE,2020-07-01,,,,,,,,,,351 ,98 ,5 
Nebraska_44014,Nebraska,NE,2020-07-02,,,,,,,,,,356 ,94 ,5 
Nebraska_44015,Nebraska,NE,2020-07-03,,,,,,,,,,361 ,91 ,5 
Nebraska_44016,Nebraska,NE,2020-07-04,,,,,,,,,,365 ,86 ,5 
Nebraska_44017,Nebraska,NE,2020-07-05,,,,,,,,,,370 ,82 ,5 
Nebraska_44018,Nebraska,NE,2020-07-06,,,,,,,,,,375 ,78 ,5 
Nebraska_44019,Nebraska,NE,2020-07-07,,,,,,,,,,379 ,73 ,5 
Nebraska_44020,Nebraska,NE,2020-07-08,,,,,,,,,,384 ,70 ,4 
Nebraska_44021,Nebraska,NE,2020-07-09,,,,,,,,,,388 ,67 ,4 
Nebraska_44022,Nebraska,NE,2020-07-10,,,,,,,,,,392 ,63 ,4 
Nebraska_44023,Nebraska,NE,2020-07-11,,,,,,,,,,397 ,60 ,4 
Nebraska_44024,Nebraska,NE,2020-07-12,,,,,,,,,,401 ,56 ,4 
Nebraska_44025,Nebraska,NE,2020-07-13,,,,,,,,,,405 ,53 ,4 
Nebraska_44026,Nebraska,NE,2020-07-14,,,,,,,,,,409 ,50 ,4 
Nebraska_44027,Nebraska,NE,2020-07-15,,,,,,,,,,413 ,48 ,4 
Nebraska_44028,Nebraska,NE,2020-07-16,,,,,,,,,,417 ,45 ,4 
Nebraska_44029,Nebraska,NE,2020-07-17,,,,,,,,,,421 ,42 ,4 
Nebraska_44030,Nebraska,NE,2020-07-18,,,,,,,,,,425 ,40 ,4 
Nebraska_44031,Nebraska,NE,2020-07-19,,,,,,,,,,428 ,38 ,4 
Nebraska_44032,Nebraska,NE,2020-07-20,,,,,,,,,,432 ,35 ,4 
Nebraska_44033,Nebraska,NE,2020-07-21,,,,,,,,,,436 ,34 ,4 
Nebraska_44034,Nebraska,NE,2020-07-22,,,,,,,,,,439 ,32 ,3 
Nebraska_44035,Nebraska,NE,2020-07-23,,,,,,,,,,442 ,30 ,3 
Nebraska_44036,Nebraska,NE,2020-07-24,,,,,,,,,,446 ,29 ,3 
Nebraska_44037,Nebraska,NE,2020-07-25,,,,,,,,,,449 ,27 ,3 
Nebraska_44038,Nebraska,NE,2020-07-26,,,,,,,,,,452 ,26 ,3 
Nebraska_44039,Nebraska,NE,2020-07-27,,,,,,,,,,455 ,24 ,3 
Nebraska_44040,Nebraska,NE,2020-07-28,,,,,,,,,,458 ,23 ,3 
Nebraska_44041,Nebraska,NE,2020-07-29,,,,,,,,,,460 ,22 ,3 
Nebraska_44042,Nebraska,NE,2020-07-30,,,,,,,,,,463 ,21 ,3 
Nebraska_44043,Nebraska,NE,2020-07-31,,,,,,,,,,466 ,20 ,3 
Nebraska_44044,Nebraska,NE,2020-08-01,,,,,,,,,,468 ,19 ,2 
Nebraska_44045,Nebraska,NE,2020-08-02,,,,,,,,,,470 ,18 ,2 
Nebraska_44046,Nebraska,NE,2020-08-03,,,,,,,,,,473 ,17 ,2 
Nebraska_44047,Nebraska,NE,2020-08-04,,,,,,,,,,475 ,16 ,2 
Nevada_43985,Nevada,NV,2020-06-03,,,,,,,,,,463 ,406 ,5 
Nevada_43986,Nevada,NV,2020-06-04,,,,,,,,,,469 ,378 ,5 
Nevada_43987,Nevada,NV,2020-06-05,,,,,,,,,,474 ,350 ,6 
Nevada_43988,Nevada,NV,2020-06-06,,,,,,,,,,480 ,324 ,6 
Nevada_43989,Nevada,NV,2020-06-07,,,,,,,,,,486 ,302 ,6 
Nevada_43990,Nevada,NV,2020-06-08,,,,,,,,,,492 ,283 ,6 
Nevada_43991,Nevada,NV,2020-06-09,,,,,,,,,,498 ,266 ,6 
Nevada_43992,Nevada,NV,2020-06-10,,,,,,,,,,504 ,250 ,6 
Nevada_43993,Nevada,NV,2020-06-11,,,,,,,,,,511 ,233 ,6 
Nevada_43994,Nevada,NV,2020-06-12,,,,,,,,,,517 ,216 ,7 
Nevada_43995,Nevada,NV,2020-06-13,,,,,,,,,,524 ,199 ,7 
Nevada_43996,Nevada,NV,2020-06-14,,,,,,,,,,531 ,185 ,7 
Nevada_43997,Nevada,NV,2020-06-15,,,,,,,,,,537 ,172 ,7 
Nevada_43998,Nevada,NV,2020-06-16,,,,,,,,,,544 ,160 ,7 
Nevada_43999,Nevada,NV,2020-06-17,,,,,,,,,,551 ,148 ,7 
Nevada_44000,Nevada,NV,2020-06-18,,,,,,,,,,557 ,137 ,7 
Nevada_44001,Nevada,NV,2020-06-19,,,,,,,,,,564 ,127 ,7 
Nevada_44002,Nevada,NV,2020-06-20,,,,,,,,,,570 ,116 ,6 
Nevada_44003,Nevada,NV,2020-06-21,,,,,,,,,,576 ,107 ,6 
Nevada_44004,Nevada,NV,2020-06-22,,,,,,,,,,582 ,98 ,6 
Nevada_44005,Nevada,NV,2020-06-23,,,,,,,,,,588 ,90 ,6 
Nevada_44006,Nevada,NV,2020-06-24,,,,,,,,,,594 ,84 ,5 
Nevada_44007,Nevada,NV,2020-06-25,,,,,,,,,,599 ,77 ,5 
Nevada_44008,Nevada,NV,2020-06-26,,,,,,,,,,604 ,71 ,5 
Nevada_44009,Nevada,NV,2020-06-27,,,,,,,,,,609 ,66 ,5 
Nevada_44010,Nevada,NV,2020-06-28,,,,,,,,,,613 ,61 ,5 
Nevada_44011,Nevada,NV,2020-06-29,,,,,,,,,,618 ,56 ,5 
Nevada_44012,Nevada,NV,2020-06-30,,,,,,,,,,622 ,52 ,4 
Nevada_44013,Nevada,NV,2020-07-01,,,,,,,,,,627 ,48 ,4 
Nevada_44014,Nevada,NV,2020-07-02,,,,,,,,,,631 ,44 ,4 
Nevada_44015,Nevada,NV,2020-07-03,,,,,,,,,,634 ,41 ,4 
Nevada_44016,Nevada,NV,2020-07-04,,,,,,,,,,638 ,38 ,4 
Nevada_44017,Nevada,NV,2020-07-05,,,,,,,,,,641 ,35 ,3 
Nevada_44018,Nevada,NV,2020-07-06,,,,,,,,,,645 ,32 ,3 
Nevada_44019,Nevada,NV,2020-07-07,,,,,,,,,,648 ,30 ,3 
Nevada_44020,Nevada,NV,2020-07-08,,,,,,,,,,651 ,28 ,3 
Nevada_44021,Nevada,NV,2020-07-09,,,,,,,,,,654 ,26 ,3 
Nevada_44022,Nevada,NV,2020-07-10,,,,,,,,,,656 ,24 ,3 
Nevada_44023,Nevada,NV,2020-07-11,,,,,,,,,,659 ,22 ,3 
Nevada_44024,Nevada,NV,2020-07-12,,,,,,,,,,661 ,20 ,2 
Nevada_44025,Nevada,NV,2020-07-13,,,,,,,,,,663 ,19 ,2 
Nevada_44026,Nevada,NV,2020-07-14,,,,,,,,,,666 ,17 ,2 
Nevada_44027,Nevada,NV,2020-07-15,,,,,,,,,,668 ,16 ,2 
Nevada_44028,Nevada,NV,2020-07-16,,,,,,,,,,670 ,15 ,2 
Nevada_44029,Nevada,NV,2020-07-17,,,,,,,,,,671 ,13 ,2 
Nevada_44030,Nevada,NV,2020-07-18,,,,,,,,,,673 ,12 ,2 
Nevada_44031,Nevada,NV,2020-07-19,,,,,,,,,,675 ,11 ,2 
Nevada_44032,Nevada,NV,2020-07-20,,,,,,,,,,676 ,11 ,2 
Nevada_44033,Nevada,NV,2020-07-21,,,,,,,,,,678 ,10 ,1 
Nevada_44034,Nevada,NV,2020-07-22,,,,,,,,,,679 ,9 ,1 
Nevada_44035,Nevada,NV,2020-07-23,,,,,,,,,,680 ,8 ,1 
Nevada_44036,Nevada,NV,2020-07-24,,,,,,,,,,682 ,8 ,1 
Nevada_44037,Nevada,NV,2020-07-25,,,,,,,,,,683 ,7 ,1 
Nevada_44038,Nevada,NV,2020-07-26,,,,,,,,,,684 ,6 ,1 
Nevada_44039,Nevada,NV,2020-07-27,,,,,,,,,,685 ,6 ,1 
Nevada_44040,Nevada,NV,2020-07-28,,,,,,,,,,686 ,5 ,1 
Nevada_44041,Nevada,NV,2020-07-29,,,,,,,,,,687 ,5 ,1 
Nevada_44042,Nevada,NV,2020-07-30,,,,,,,,,,688 ,5 ,1 
Nevada_44043,Nevada,NV,2020-07-31,,,,,,,,,,689 ,4 ,1 
Nevada_44044,Nevada,NV,2020-08-01,,,,,,,,,,690 ,4 ,1 
Nevada_44045,Nevada,NV,2020-08-02,,,,,,,,,,690 ,4 ,1 
Nevada_44046,Nevada,NV,2020-08-03,,,,,,,,,,691 ,3 ,1 
Nevada_44047,Nevada,NV,2020-08-04,,,,,,,,,,692 ,3 ,1 
New Hampshire_43985,New Hampshire,NH,2020-06-03,,,,,,,,,,272 ,105 ,4 
New Hampshire_43986,New Hampshire,NH,2020-06-04,,,,,,,,,,276 ,98 ,4 
New Hampshire_43987,New Hampshire,NH,2020-06-05,,,,,,,,,,280 ,90 ,4 
New Hampshire_43988,New Hampshire,NH,2020-06-06,,,,,,,,,,284 ,83 ,4 
New Hampshire_43989,New Hampshire,NH,2020-06-07,,,,,,,,,,287 ,77 ,3 
New Hampshire_43990,New Hampshire,NH,2020-06-08,,,,,,,,,,291 ,71 ,3 
New Hampshire_43991,New Hampshire,NH,2020-06-09,,,,,,,,,,294 ,65 ,3 
New Hampshire_43992,New Hampshire,NH,2020-06-10,,,,,,,,,,297 ,61 ,3 
New Hampshire_43993,New Hampshire,NH,2020-06-11,,,,,,,,,,300 ,56 ,3 
New Hampshire_43994,New Hampshire,NH,2020-06-12,,,,,,,,,,302 ,52 ,3 
New Hampshire_43995,New Hampshire,NH,2020-06-13,,,,,,,,,,305 ,47 ,3 
New Hampshire_43996,New Hampshire,NH,2020-06-14,,,,,,,,,,307 ,44 ,2 
New Hampshire_43997,New Hampshire,NH,2020-06-15,,,,,,,,,,310 ,40 ,2 
New Hampshire_43998,New Hampshire,NH,2020-06-16,,,,,,,,,,312 ,36 ,2 
New Hampshire_43999,New Hampshire,NH,2020-06-17,,,,,,,,,,314 ,33 ,2 
New Hampshire_44000,New Hampshire,NH,2020-06-18,,,,,,,,,,316 ,30 ,2 
New Hampshire_44001,New Hampshire,NH,2020-06-19,,,,,,,,,,318 ,27 ,2 
New Hampshire_44002,New Hampshire,NH,2020-06-20,,,,,,,,,,320 ,25 ,2 
New Hampshire_44003,New Hampshire,NH,2020-06-21,,,,,,,,,,321 ,23 ,2 
New Hampshire_44004,New Hampshire,NH,2020-06-22,,,,,,,,,,323 ,21 ,2 
New Hampshire_44005,New Hampshire,NH,2020-06-23,,,,,,,,,,325 ,19 ,2 
New Hampshire_44006,New Hampshire,NH,2020-06-24,,,,,,,,,,326 ,17 ,2 
New Hampshire_44007,New Hampshire,NH,2020-06-25,,,,,,,,,,328 ,16 ,1 
New Hampshire_44008,New Hampshire,NH,2020-06-26,,,,,,,,,,329 ,14 ,1 
New Hampshire_44009,New Hampshire,NH,2020-06-27,,,,,,,,,,330 ,13 ,1 
New Hampshire_44010,New Hampshire,NH,2020-06-28,,,,,,,,,,332 ,12 ,1 
New Hampshire_44011,New Hampshire,NH,2020-06-29,,,,,,,,,,333 ,11 ,1 
New Hampshire_44012,New Hampshire,NH,2020-06-30,,,,,,,,,,334 ,10 ,1 
New Hampshire_44013,New Hampshire,NH,2020-07-01,,,,,,,,,,335 ,9 ,1 
New Hampshire_44014,New Hampshire,NH,2020-07-02,,,,,,,,,,336 ,8 ,1 
New Hampshire_44015,New Hampshire,NH,2020-07-03,,,,,,,,,,337 ,7 ,1 
New Hampshire_44016,New Hampshire,NH,2020-07-04,,,,,,,,,,338 ,7 ,1 
New Hampshire_44017,New Hampshire,NH,2020-07-05,,,,,,,,,,339 ,6 ,1 
New Hampshire_44018,New Hampshire,NH,2020-07-06,,,,,,,,,,340 ,6 ,1 
New Hampshire_44019,New Hampshire,NH,2020-07-07,,,,,,,,,,340 ,5 ,1 
New Hampshire_44020,New Hampshire,NH,2020-07-08,,,,,,,,,,341 ,5 ,1 
New Hampshire_44021,New Hampshire,NH,2020-07-09,,,,,,,,,,342 ,4 ,1 
New Hampshire_44022,New Hampshire,NH,2020-07-10,,,,,,,,,,342 ,4 ,1 
New Hampshire_44023,New Hampshire,NH,2020-07-11,,,,,,,,,,343 ,3 ,1 
New Hampshire_44024,New Hampshire,NH,2020-07-12,,,,,,,,,,344 ,3 ,1 
New Hampshire_44025,New Hampshire,NH,2020-07-13,,,,,,,,,,344 ,3 ,1 
New Hampshire_44026,New Hampshire,NH,2020-07-14,,,,,,,,,,345 ,3 ,0 
New Hampshire_44027,New Hampshire,NH,2020-07-15,,,,,,,,,,345 ,2 ,0 
New Hampshire_44028,New Hampshire,NH,2020-07-16,,,,,,,,,,345 ,2 ,0 
New Hampshire_44029,New Hampshire,NH,2020-07-17,,,,,,,,,,346 ,2 ,0 
New Hampshire_44030,New Hampshire,NH,2020-07-18,,,,,,,,,,346 ,2 ,0 
New Hampshire_44031,New Hampshire,NH,2020-07-19,,,,,,,,,,347 ,2 ,0 
New Hampshire_44032,New Hampshire,NH,2020-07-20,,,,,,,,,,347 ,1 ,0 
New Hampshire_44033,New Hampshire,NH,2020-07-21,,,,,,,,,,347 ,1 ,0 
New Hampshire_44034,New Hampshire,NH,2020-07-22,,,,,,,,,,348 ,1 ,0 
New Hampshire_44035,New Hampshire,NH,2020-07-23,,,,,,,,,,348 ,1 ,0 
New Hampshire_44036,New Hampshire,NH,2020-07-24,,,,,,,,,,348 ,1 ,0 
New Hampshire_44037,New Hampshire,NH,2020-07-25,,,,,,,,,,348 ,1 ,0 
New Hampshire_44038,New Hampshire,NH,2020-07-26,,,,,,,,,,349 ,1 ,0 
New Hampshire_44039,New Hampshire,NH,2020-07-27,,,,,,,,,,349 ,1 ,0 
New Hampshire_44040,New Hampshire,NH,2020-07-28,,,,,,,,,,349 ,1 ,0 
New Hampshire_44041,New Hampshire,NH,2020-07-29,,,,,,,,,,349 ,1 ,0 
New Hampshire_44042,New Hampshire,NH,2020-07-30,,,,,,,,,,349 ,1 ,0 
New Hampshire_44043,New Hampshire,NH,2020-07-31,,,,,,,,,,349 ,1 ,0 
New Hampshire_44044,New Hampshire,NH,2020-08-01,,,,,,,,,,350 ,0 ,0 
New Hampshire_44045,New Hampshire,NH,2020-08-02,,,,,,,,,,350 ,0 ,0 
New Hampshire_44046,New Hampshire,NH,2020-08-03,,,,,,,,,,350 ,0 ,0 
New Hampshire_44047,New Hampshire,NH,2020-08-04,,,,,,,,,,350 ,0 ,0 
New Jersey_43985,New Jersey,NJ,2020-06-03,,,,,,,,,,"11,815 ","1,442 ",67 
New Jersey_43986,New Jersey,NJ,2020-06-04,,,,,,,,,,"11,879 ","1,309 ",64 
New Jersey_43987,New Jersey,NJ,2020-06-05,,,,,,,,,,"11,939 ","1,179 ",60 
New Jersey_43988,New Jersey,NJ,2020-06-06,,,,,,,,,,"11,996 ","1,063 ",56 
New Jersey_43989,New Jersey,NJ,2020-06-07,,,,,,,,,,"12,048 ",965 ,53 
New Jersey_43990,New Jersey,NJ,2020-06-08,,,,,,,,,,"12,097 ",877 ,49 
New Jersey_43991,New Jersey,NJ,2020-06-09,,,,,,,,,,"12,141 ",798 ,45 
New Jersey_43992,New Jersey,NJ,2020-06-10,,,,,,,,,,"12,182 ",726 ,41 
New Jersey_43993,New Jersey,NJ,2020-06-11,,,,,,,,,,"12,219 ",660 ,37 
New Jersey_43994,New Jersey,NJ,2020-06-12,,,,,,,,,,"12,252 ",598 ,33 
New Jersey_43995,New Jersey,NJ,2020-06-13,,,,,,,,,,"12,283 ",541 ,30 
New Jersey_43996,New Jersey,NJ,2020-06-14,,,,,,,,,,"12,310 ",487 ,28 
New Jersey_43997,New Jersey,NJ,2020-06-15,,,,,,,,,,"12,336 ",436 ,25 
New Jersey_43998,New Jersey,NJ,2020-06-16,,,,,,,,,,"12,359 ",392 ,23 
New Jersey_43999,New Jersey,NJ,2020-06-17,,,,,,,,,,"12,379 ",352 ,21 
New Jersey_44000,New Jersey,NJ,2020-06-18,,,,,,,,,,"12,398 ",315 ,19 
New Jersey_44001,New Jersey,NJ,2020-06-19,,,,,,,,,,"12,415 ",282 ,17 
New Jersey_44002,New Jersey,NJ,2020-06-20,,,,,,,,,,"12,430 ",252 ,15 
New Jersey_44003,New Jersey,NJ,2020-06-21,,,,,,,,,,"12,444 ",225 ,14 
New Jersey_44004,New Jersey,NJ,2020-06-22,,,,,,,,,,"12,457 ",202 ,13 
New Jersey_44005,New Jersey,NJ,2020-06-23,,,,,,,,,,"12,468 ",181 ,11 
New Jersey_44006,New Jersey,NJ,2020-06-24,,,,,,,,,,"12,479 ",163 ,10 
New Jersey_44007,New Jersey,NJ,2020-06-25,,,,,,,,,,"12,488 ",147 ,9 
New Jersey_44008,New Jersey,NJ,2020-06-26,,,,,,,,,,"12,497 ",132 ,9 
New Jersey_44009,New Jersey,NJ,2020-06-27,,,,,,,,,,"12,504 ",118 ,8 
New Jersey_44010,New Jersey,NJ,2020-06-28,,,,,,,,,,"12,511 ",106 ,7 
New Jersey_44011,New Jersey,NJ,2020-06-29,,,,,,,,,,"12,518 ",96 ,6 
New Jersey_44012,New Jersey,NJ,2020-06-30,,,,,,,,,,"12,524 ",87 ,6 
New Jersey_44013,New Jersey,NJ,2020-07-01,,,,,,,,,,"12,529 ",78 ,5 
New Jersey_44014,New Jersey,NJ,2020-07-02,,,,,,,,,,"12,534 ",70 ,5 
New Jersey_44015,New Jersey,NJ,2020-07-03,,,,,,,,,,"12,538 ",63 ,4 
New Jersey_44016,New Jersey,NJ,2020-07-04,,,,,,,,,,"12,542 ",57 ,4 
New Jersey_44017,New Jersey,NJ,2020-07-05,,,,,,,,,,"12,546 ",51 ,4 
New Jersey_44018,New Jersey,NJ,2020-07-06,,,,,,,,,,"12,549 ",46 ,3 
New Jersey_44019,New Jersey,NJ,2020-07-07,,,,,,,,,,"12,552 ",41 ,3 
New Jersey_44020,New Jersey,NJ,2020-07-08,,,,,,,,,,"12,555 ",37 ,3 
New Jersey_44021,New Jersey,NJ,2020-07-09,,,,,,,,,,"12,557 ",33 ,2 
New Jersey_44022,New Jersey,NJ,2020-07-10,,,,,,,,,,"12,559 ",30 ,2 
New Jersey_44023,New Jersey,NJ,2020-07-11,,,,,,,,,,"12,561 ",27 ,2 
New Jersey_44024,New Jersey,NJ,2020-07-12,,,,,,,,,,"12,563 ",24 ,2 
New Jersey_44025,New Jersey,NJ,2020-07-13,,,,,,,,,,"12,564 ",21 ,2 
New Jersey_44026,New Jersey,NJ,2020-07-14,,,,,,,,,,"12,565 ",19 ,1 
New Jersey_44027,New Jersey,NJ,2020-07-15,,,,,,,,,,"12,567 ",17 ,1 
New Jersey_44028,New Jersey,NJ,2020-07-16,,,,,,,,,,"12,568 ",16 ,1 
New Jersey_44029,New Jersey,NJ,2020-07-17,,,,,,,,,,"12,569 ",14 ,1 
New Jersey_44030,New Jersey,NJ,2020-07-18,,,,,,,,,,"12,570 ",13 ,1 
New Jersey_44031,New Jersey,NJ,2020-07-19,,,,,,,,,,"12,571 ",11 ,1 
New Jersey_44032,New Jersey,NJ,2020-07-20,,,,,,,,,,"12,571 ",10 ,1 
New Jersey_44033,New Jersey,NJ,2020-07-21,,,,,,,,,,"12,572 ",9 ,1 
New Jersey_44034,New Jersey,NJ,2020-07-22,,,,,,,,,,"12,573 ",8 ,1 
New Jersey_44035,New Jersey,NJ,2020-07-23,,,,,,,,,,"12,573 ",7 ,1 
New Jersey_44036,New Jersey,NJ,2020-07-24,,,,,,,,,,"12,574 ",7 ,0 
New Jersey_44037,New Jersey,NJ,2020-07-25,,,,,,,,,,"12,574 ",6 ,0 
New Jersey_44038,New Jersey,NJ,2020-07-26,,,,,,,,,,"12,574 ",6 ,0 
New Jersey_44039,New Jersey,NJ,2020-07-27,,,,,,,,,,"12,575 ",5 ,0 
New Jersey_44040,New Jersey,NJ,2020-07-28,,,,,,,,,,"12,575 ",5 ,0 
New Jersey_44041,New Jersey,NJ,2020-07-29,,,,,,,,,,"12,575 ",4 ,0 
New Jersey_44042,New Jersey,NJ,2020-07-30,,,,,,,,,,"12,576 ",4 ,0 
New Jersey_44043,New Jersey,NJ,2020-07-31,,,,,,,,,,"12,576 ",3 ,0 
New Jersey_44044,New Jersey,NJ,2020-08-01,,,,,,,,,,"12,576 ",3 ,0 
New Jersey_44045,New Jersey,NJ,2020-08-02,,,,,,,,,,"12,576 ",3 ,0 
New Jersey_44046,New Jersey,NJ,2020-08-03,,,,,,,,,,"12,576 ",3 ,0 
New Jersey_44047,New Jersey,NJ,2020-08-04,,,,,,,,,,"12,577 ",2 ,0 
New Mexico_43985,New Mexico,NM,2020-06-03,,,,,,,,,,385 ,274 ,6 
New Mexico_43986,New Mexico,NM,2020-06-04,,,,,,,,,,391 ,259 ,6 
New Mexico_43987,New Mexico,NM,2020-06-05,,,,,,,,,,397 ,243 ,6 
New Mexico_43988,New Mexico,NM,2020-06-06,,,,,,,,,,403 ,227 ,6 
New Mexico_43989,New Mexico,NM,2020-06-07,,,,,,,,,,409 ,212 ,6 
New Mexico_43990,New Mexico,NM,2020-06-08,,,,,,,,,,414 ,197 ,6 
New Mexico_43991,New Mexico,NM,2020-06-09,,,,,,,,,,420 ,183 ,5 
New Mexico_43992,New Mexico,NM,2020-06-10,,,,,,,,,,425 ,169 ,5 
New Mexico_43993,New Mexico,NM,2020-06-11,,,,,,,,,,430 ,157 ,5 
New Mexico_43994,New Mexico,NM,2020-06-12,,,,,,,,,,435 ,146 ,5 
New Mexico_43995,New Mexico,NM,2020-06-13,,,,,,,,,,440 ,135 ,5 
New Mexico_43996,New Mexico,NM,2020-06-14,,,,,,,,,,445 ,124 ,5 
New Mexico_43997,New Mexico,NM,2020-06-15,,,,,,,,,,450 ,115 ,5 
